0.126884 0.400639 0.380848 0.018026 0.008438 0.007188 0.000208 0.000104 0.002708 0.000625 0 0 0.0025 0.00125 0 0 0.000632 0.004067 0 0 0.001269 0.000317 0 0 0.003858 0.00073 1e-06 0 0.025732 0.014069 6e-06 4e-06 0.21698 0.06428 0.189068 0.072822 0.016979 0.172823 0.046875 0.162509 0.000729 0.002708 0 0.003646 0 0 0 0 1.4e-05 0.000313 0.000437 0.005521 0 0 0 0 0.015323 0.009897 0.013646 0.005522 0 4e-06 0 6e-06 -1.86184 -0.185566 0.674207 0.099444 -0.773888 -1.17796 -0.321658 -0.977196 -1.14092 0.123556 -0.208676 -0.177627 -0.165757 -1.32851 -0.92755 -1.13715 -1.19274 1.57748 0.452252 0.691912 0.755615 1.15772 0.369161 0.498357 0.536095
0.008444 0.000521 0 0 0.001981 0 0 0 0.005938 0.002396 0.000208 0 0.080313 0.199271 0.211562 0.048646 0.076788 0.136819 0.069486 0.122917 0.026683 0.002711 0 0 0.003335 0.001354 0 0 0.000522 0.000208 0 0 0.000209 2e-06 0.00573 0.005004 0 0 0 0 0.037917 0.088229 0.053334 0.108439 0.087396 0.110937 0.015625 0.046458 0.065335 0.036688 0.056376 0.084601 0.059169 0.013647 0.118128 0.00146 1e-06 0.000521 0.000834 0.004064 0 0 0 0 0.773011 -1.43648 -1.48122 0.371312 0.607667 0.477676 -1.17761 -0.366282 0.082197 0.203752 0.227663 0.218586 0.164111 -0.558484 -0.539976 -0.828709 -0.508199 0.114707 0.21402 0.398236 0.186179 0.650477 0.730249 0.820404 0.697168
0.009899 0.001147 0.000835 0.003648 0.001682 0.006053 0.004804 0.00918 0.007084 0.062292 0.145938 0.150834 0.009691 0.017292 0.011979 0.014062 0.015451 0.359167 0.072188 0.075938 0.001149 0.004688 0.0025 0.008646 0 0.000937 0.001042 0.000833 0 0.000729 0.000104 0.000313 6e-06 0.000947 0.003649 0.014178 1e-06 0.002515 0.002188 0.013763 0.000107 0.024271 0.021772 0.050208 0 0.149584 0.024375 0.148855 0.2496 0.017813 0.105542 0.0075 0.000313 0.054792 0.092396 0.011771 0 0 0.000104 0.001563 0 0.000104 0 0.002188 0.606588 -0.566648 -0.881559 0.935595 0.530998 0.361453 -0.486487 1.25371 1.16751 -0.266244 -0.252184 -0.247973 -0.250544 -0.823484 -0.873955 -0.897914 -0.962736 0.84487 0.951233 1.01022 0.97806 0.262354 0.256488 0.338795 0.29004
0.06792 0.021359 0.130628 0.014587 0.086983 0.030637 0.029276 0.009066 0.047399 0.035004 0.025628 0.00594 0.013962 0.001564 0.000417 0 0.048761 0.038253 0.039897 0.167604 0.011772 0.00375 0.051979 0.008542 0.001146 0.000208 0.026042 0.004271 0.002397 0.002501 0.041044 0.031565 0.008336 0.100846 0.027084 0.070634 1e-06 0.058341 0.000521 0.124695 0.006359 0.029585 0.037191 0.024795 1e-06 0.003543 0.005626 0.022815 0.057515 0.004063 0.040958 1e-06 0.177813 0.000104 0.090105 0 1e-06 0.001771 0.004479 0 0 0.051773 0.044062 0.007087 0.178524 0.949201 0.818961 0.496662 0.98893 0.708144 -1.26469 -0.422363 -0.411557 0.003446 0.039251 0.023473 0.04667 0.143775 0.443041 0.786772 -0.373981 -0.004726 0.151435 0.147186 0.416102 0.044491 0.110057 0.079381 0.254211
0.027714 0.010005 0.000522 0.000418 0.024378 0.035001 0.02375 0.026354 0.004067 0.001563 0 0.000104 0.003982 0.000417 0 0 0.147609 0.074832 0.000521 0.000209 0.581462 0.019168 0.00125 0.001563 0.005314 0.000417 0 0 0.004482 0.001876 0.001043 0.002084 0.002816 0.043962 0.009585 0.040735 1e-06 0.030626 0.000938 0.01948 0.000208 0.003971 0.000104 0.005744 0 0.000105 0 0 0.237207 0.169484 0.235336 0.181044 0.000834 0.000521 0 0.002188 0.005835 0.001357 0.004063 0.000835 0.003126 1e-06 0 0 1.32888 -0.330807 -0.257257 -1.25389 -0.863907 -0.426472 2.13897 -0.730229 -0.501025 0.192979 -0.081541 -0.0265 -0.075132 -0.676467 0.298181 -0.019792 -0.080269 1.20015 0.187905 0.507527 0.369858 0.814471 0.253907 0.402434 0.336745
0.038961 0.013751 0.009479 0.021667 0.035523 0.138962 0.076982 0.035419 0.004584 0.006667 0.004375 0.007188 0.008021 0.008125 0.007083 0.001875 0.06439 0.221362 0.002708 0.001354 0.065061 0.129898 0.034271 0.026875 0.005938 0.00625 0.003021 0.00125 0.00698 0.00625 0.003438 0.002396 0.023229 0.073338 0.002084 0.128546 0.018229 0.066566 0.008646 0.050106 0.018333 0.004688 0.002917 0.001459 0.012187 0.005833 0.001042 0.001458 0.169504 0.07033 0.207316 0.033561 0.004792 0.019063 0.024792 0.016563 0.003542 0.005521 0.003021 0.013333 0.000209 0.004688 0.000208 0.005 0.51245 0.508774 0.212151 0.016829 0.344399 0.540681 0.24595 1.61938 1.47474 0.105301 0.089334 0.078067 0.083056 0.185853 0.308224 0.391176 0.405235 0.368823 0.160201 0.110959 0.252926 0.116868 0.055114 0.035929 0.068973
0.001876 0.024271 0.061667 0.112814 0.003334 0.035522 0.124793 0.094064 0.002917 0.010008 0.044921 0.062529 0.006042 0.005419 0.002919 0.000418 0.023855 0.07594 0.092299 0.171467 0.000729 0.001146 1e-06 0.000834 0.000521 0.000417 1e-06 2e-06 0.000417 0.00146 0.005001 0.032501 0.025313 0.019688 0.002917 0.017084 0.070105 0.159168 0.007397 0.156669 0.01542 0.0024 0.002815 0.003751 0.018868 0.05908 0.001156 0.031684 0.040001 0 0.058649 0.003021 0.080319 1e-06 0.176572 0.007709 0 0.000105 0.000417 0.002293 1e-06 0.009584 0.000104 0.027815 -0.173152 0.390479 0.288792 1.6778 0.222582 0.119955 -0.314458 1.50327 1.50302 -0.446805 -0.477466 -0.444916 -0.466813 -0.527091 0.022722 -0.400385 -0.200075 0.210559 -0.4954 -0.156659 -0.337591 -0.23782 -0.573025 -0.411411 -0.497599
0.099283 0.01157 0.005626 0.014688 0.014272 0.001563 0 0 0.002292 0.000104 0 0.000104 0.011146 0.003021 0.000312 0.000417 0.0423 0.099623 0.164604 0.116146 0.01334 0.014689 0.090938 0.011563 0.008752 0.007813 0.068438 0.023958 0.019794 0.011667 0.027604 0.114479 0.04844 0.061252 0.000532 0.016464 0.000312 0.02 1e-06 0 0.006458 0.0025 0.000208 0.007396 0.000104 0 0 0.000729 0.096058 0.021578 0.024593 0.027724 0.077195 0.03532 0.212712 0.058024 0.014688 0.028751 0.000105 0.004482 0.006771 0.080625 0.011875 0.135208 1.5556 0.664561 0.79534 0.826587 1.07879 0.968868 -1.2767 -0.41464 -0.5516 0.424247 0.371944 0.404064 0.401891 -0.182614 0.320726 0.120752 -0.056027 0.389319 0.146609 0.381047 0.418007 0.502371 0.407847 0.49672 0.51518
0.014792 0.000938 0.025208 0.016354 0.000625 0.006563 0.006771 0.008229 0.000625 0.007188 0.00875 0.013438 0.013229 0.027813 0.017292 0.012708 0.140429 0.318342 0.081988 0.060942 0.023992 0.038461 0.03188 0.04021 0.003022 0.011563 0.019375 0.009583 0.000834 0.020627 0.010313 0.008021 0.011458 0.004375 0.000833 0.00625 0.028854 0.01125 0.001979 0.014479 0.029063 0.000625 0.018646 0.000521 0.044896 0.000521 0.005833 0.000937 0.094079 0.113974 0.167212 0.14596 0.029698 0.077714 0.051356 0.056252 0.005521 0.02188 0.001458 0.007188 0.006458 0.019688 0.002708 0.018437 1.16433 -0.393403 -0.261301 0.330672 0.991625 0.996447 -0.887618 1.44607 1.54649 0.251882 0.249312 0.272145 0.228367 -0.64571 -0.29588 -0.561448 -0.442716 0.466657 0.267741 0.527696 0.318066 0.179816 0.049118 0.174355 0.083665
0.097403 0.299485 0.260313 0.091563 0.054487 0.092108 0.025764 0.014487 0.008337 0.001669 0.001045 0.003021 0.00646 0.001771 0.000521 0.000104 0.001981 0.003646 0.001563 0.000104 0.002501 0.002708 0.001667 0.002083 0.002396 0.001979 0.000625 0.000313 0.01323 0.004583 0.001771 0.000417 0.1798 0.085842 0.150738 0.127104 0.055641 0.154803 0.059804 0.121878 0.002605 0.000629 0.015002 1e-06 0.000313 0 0.004377 0 0.00323 0.000522 0.007084 1e-06 0.000521 0 0.004896 0 0.0075 0.006979 0.006667 0.001042 0.000417 0.00125 0.001458 0 -1.70569 -0.610743 -0.010384 0.262444 0.263806 0.210487 -0.623504 1.42196 1.25143 -0.14745 -0.06869 -0.118063 -0.116062 0.886596 1.78318 1.30475 1.10064 -0.489294 -0.687661 -0.555036 -0.546764 -0.391634 -0.39544 -0.35269 -0.32839
