0.615385 0.0769231 0.0769231 0.230769
0.16 0.28 0.28 0.28
0.380952 0.428571 0.142857 0.047619
0.25 0.15 0.15 0.45
0.0714286 0.214286 0.428571 0.285714
0.296296 0.037037 0.333333 0.333333
0.166667 0.291667 0.375 0.166667
0.111111 0.333333 0.333333 0.222222
0.36 0.04 0.28 0.32
0.208333 0.0833333 0.375 0.333333
0.0555556 0.5 0.388889 0.0555556
0.0769231 0.230769 0.307692 0.384615
0.142857 0.428571 0.333333 0.0952381
0.333333 0.296296 0.259259 0.111111
0.133333 0.133333 0.6 0.133333
0.0588235 0.352941 0.470588 0.117647
0.105263 0.210526 0.210526 0.473684
0.347826 0.391304 0.0869565 0.173913
0.0526316 0.315789 0.157895 0.473684
0.35 0.25 0.3 0.1
0.166667 0.5 0.111111 0.222222
0.35 0.2 0.35 0.1
0.157895 0.315789 0.105263 0.421053
0.0526316 0.315789 0.473684 0.157895
0.0666667 0.466667 0.0666667 0.4
0.315789 0.210526 0.421053 0.0526316
0.291667 0.125 0.25 0.333333
0.136364 0.409091 0.0909091 0.363636
0.0833333 0.0833333 0.25 0.583333
0.26087 0.304348 0.217391 0.217391
0.153846 0.615385 0.153846 0.0769231
0.222222 0.111111 0.166667 0.5
0.25 0.25 0.25 0.25
0.2 0.233333 0.266667 0.3
0.545455 0.181818 0.181818 0.0909091
0.307692 0.192308 0.307692 0.192308
0.0526316 0.368421 0.315789 0.263158
0.125 0.4375 0.3125 0.125
0.461538 0.153846 0.153846 0.230769
0.473684 0.157895 0.210526 0.157895
0.125 0.0625 0.5625 0.25
0.25 0.25 0.25 0.25
0.230769 0.384615 0.307692 0.0769231
0.157895 0.421053 0.210526 0.210526
0.307692 0.115385 0.230769 0.346154
0.461538 0.230769 0.153846 0.153846
0.0714286 0.642857 0.0714286 0.214286
0.315789 0.0526316 0.473684 0.157895
0.037037 0.333333 0.333333 0.296296
0.0952381 0.285714 0.285714 0.333333
0.294118 0.117647 0.411765 0.176471
0.210526 0.105263 0.421053 0.263158
0.0952381 0.142857 0.428571 0.333333
0.4375 0.125 0.0625 0.375
0.210526 0.105263 0.421053 0.263158
0.0833333 0.0833333 0.0833333 0.75
0.318182 0.181818 0.318182 0.181818
0.3 0.2 0.2 0.3
0.315789 0.157895 0.368421 0.157895
0.230769 0.230769 0.192308 0.346154
0.0714286 0.428571 0.285714 0.214286
0.2 0.15 0.2 0.45
0.0909091 0.363636 0.454545 0.0909091
0.333333 0.222222 0.111111 0.333333
0.0666667 0.133333 0.6 0.2
0.0416667 0.208333 0.375 0.375
0.380952 0.142857 0.142857 0.333333
0.272727 0.409091 0.0454545 0.272727
0.181818 0.454545 0.181818 0.181818
0.24 0.08 0.36 0.32
0.157895 0.105263 0.368421 0.368421
0.2 0.2 0.32 0.28
0.0769231 0.384615 0.0769231 0.461538
0.347826 0.173913 0.130435 0.347826
0.0714286 0.642857 0.214286 0.0714286
0.12 0.28 0.28 0.32
0.272727 0.363636 0.0909091 0.272727
0.466667 0.133333 0.333333 0.0666667
0.375 0.25 0.0416667 0.333333
0.0909091 0.0909091 0.363636 0.454545
0.222222 0.259259 0.185185 0.333333
0.214286 0.321429 0.178571 0.285714
0.368421 0.210526 0.263158 0.157895
0.185185 0.296296 0.222222 0.296296
0.0909091 0.136364 0.363636 0.409091
0.105263 0.473684 0.315789 0.105263
0.0869565 0.347826 0.391304 0.173913
0.363636 0.0454545 0.272727 0.318182
0.428571 0.214286 0.285714 0.0714286
0.1875 0.375 0.0625 0.375
0.1875 0.5625 0.125 0.125
0.4 0.15 0.3 0.15
0.0952381 0.190476 0.333333 0.380952
0.333333 0.166667 0.333333 0.166667
0.0714286 0.571429 0.142857 0.214286
0.25 0.3125 0.1875 0.25
0.176471 0.0588235 0.470588 0.294118
0.172414 0.241379 0.310345 0.275862
0.0909091 0.181818 0.409091 0.318182
0.45 0.3 0.1 0.15
0.310345 0.206897 0.275862 0.206897
0.173913 0.26087 0.347826 0.217391
0.0384615 0.269231 0.346154 0.346154
0.269231 0.230769 0.307692 0.192308
0.210526 0.315789 0.157895 0.315789
0.333333 0.222222 0.296296 0.148148
0.529412 0.0588235 0.294118 0.117647
0.0666667 0.2 0.466667 0.266667
0.25 0.285714 0.142857 0.321429
0.0833333 0.0833333 0.666667 0.166667
0.368421 0.263158 0.210526 0.157895
0.157895 0.263158 0.315789 0.263158
0.15 0.4 0.35 0.1
0.352941 0.117647 0.235294 0.294118
0.346154 0.230769 0.346154 0.0769231
0.36 0.24 0.28 0.12
0.375 0.375 0.1875 0.0625
0.105263 0.368421 0.263158 0.263158
0.375 0.291667 0.125 0.208333
0.0666667 0.333333 0.266667 0.333333
0.266667 0.0666667 0.4 0.266667
0.0833333 0.291667 0.25 0.375
0.333333 0.428571 0.190476 0.047619
0.192308 0.230769 0.269231 0.307692
0.266667 0.0666667 0.0666667 0.6
0.375 0.375 0.166667 0.0833333
0.307692 0.230769 0.230769 0.230769
0.315789 0.210526 0.263158 0.210526
0.153846 0.230769 0.153846 0.461538
0.347826 0.304348 0.0434783 0.304348
0.0769231 0.307692 0.307692 0.307692
0.357143 0.0714286 0.285714 0.285714
0.0833333 0.333333 0.208333 0.375
0.105263 0.315789 0.263158 0.315789
0.111111 0.222222 0.277778 0.388889
0.153846 0.346154 0.346154 0.153846
0.333333 0.333333 0.285714 0.047619
0.257143 0.228571 0.257143 0.257143
0.0714286 0.285714 0.571429 0.0714286
0.0588235 0.352941 0.0588235 0.529412
0.0714286 0.0714286 0.357143 0.5
0.411765 0.117647 0.176471 0.294118
0.2 0.28 0.32 0.2
0.35 0.35 0.2 0.1
0.25 0.5625 0.125 0.0625
0.26087 0.347826 0.26087 0.130435
0.333333 0.333333 0.0740741 0.259259
0.304348 0.304348 0.0434783 0.347826
0.190476 0.428571 0.333333 0.047619
0.148148 0.333333 0.333333 0.185185
0.125 0.1875 0.5625 0.125
0.111111 0.333333 0.333333 0.222222
0.238095 0.333333 0.190476 0.238095
0.26087 0.0869565 0.391304 0.26087
0.0833333 0.291667 0.375 0.25
0.0555556 0.277778 0.5 0.166667
0.0526316 0.368421 0.473684 0.105263
0.117647 0.470588 0.117647 0.294118
0.185185 0.148148 0.333333 0.333333
0.333333 0.208333 0.375 0.0833333
0.0625 0.375 0.1875 0.375
0.321429 0.142857 0.321429 0.214286
0.304348 0.0434783 0.304348 0.347826
0.227273 0.272727 0.318182 0.181818
0.0666667 0.4 0.0666667 0.466667
0.294118 0.176471 0.0588235 0.470588
0.125 0.291667 0.291667 0.291667
0.190476 0.238095 0.285714 0.285714
0.285714 0.178571 0.214286 0.321429
0.296296 0.259259 0.222222 0.222222
0.16 0.36 0.2 0.28
0.136364 0.0909091 0.409091 0.363636
0.117647 0.294118 0.117647 0.470588
0.111111 0.222222 0.555556 0.111111
0.28 0.28 0.24 0.2
0.133333 0.133333 0.6 0.133333
0.105263 0.421053 0.315789 0.157895
0.380952 0.047619 0.285714 0.285714
0.214286 0.214286 0.142857 0.428571
0.466667 0.133333 0.333333 0.0666667
0.0454545 0.363636 0.363636 0.227273
0.230769 0.346154 0.153846 0.269231
0.269231 0.346154 0.346154 0.0384615
0.277778 0.0555556 0.277778 0.388889
0.416667 0.416667 0.0833333 0.0833333
0.166667 0.3 0.266667 0.266667
0.190476 0.333333 0.047619 0.428571
0.285714 0.25 0.285714 0.178571
0.473684 0.315789 0.105263 0.105263
0.0833333 0.416667 0.416667 0.0833333
0.304348 0.217391 0.304348 0.173913
0.409091 0.227273 0.136364 0.227273
0.0526316 0.368421 0.210526 0.368421
0.25 0.166667 0.291667 0.291667
0.15 0.35 0.2 0.3
0.111111 0.111111 0.5 0.277778
0.2 0.2 0.4 0.2
0.294118 0.235294 0.117647 0.352941
0.230769 0.346154 0.115385 0.307692
0.157895 0.473684 0.105263 0.263158
0.318182 0.409091 0.181818 0.0909091
0.277778 0.444444 0.222222 0.0555556
0.172414 0.310345 0.275862 0.241379
0.153846 0.0769231 0.538462 0.230769
0.375 0.1875 0.0625 0.375
0.0434783 0.391304 0.347826 0.217391
0.0526316 0.315789 0.263158 0.368421
0.25 0.25 0.166667 0.333333
0.15 0.2 0.45 0.2
0.304348 0.347826 0.217391 0.130435
0.12 0.32 0.28 0.28
0.2 0.2 0.466667 0.133333
0.466667 0.266667 0.2 0.0666667
0.35 0.15 0.2 0.3
0.04 0.32 0.36 0.28
0.176471 0.294118 0.176471 0.352941
0.214286 0.214286 0.285714 0.285714
0.222222 0.166667 0.111111 0.5
0.176471 0.411765 0.176471 0.235294
0.290323 0.225806 0.258065 0.225806
0.129032 0.290323 0.290323 0.290323
0.470588 0.117647 0.117647 0.294118
0.1 0.3 0.3 0.3
0.0714286 0.285714 0.321429 0.321429
0.5625 0.0625 0.3125 0.0625
0.222222 0.277778 0.222222 0.277778
0.444444 0.111111 0.0555556 0.388889
0.15 0.4 0.15 0.3
0.125 0.25 0.25 0.375
0.25 0.125 0.5 0.125
0.391304 0.173913 0.130435 0.304348
0.533333 0.0666667 0.133333 0.266667
0.3 0.2 0.05 0.45
0.466667 0.133333 0.266667 0.133333
0.230769 0.0769231 0.461538 0.230769
0.368421 0.421053 0.105263 0.105263
0.470588 0.294118 0.0588235 0.176471
0.166667 0.666667 0.0833333 0.0833333
0.285714 0.0714286 0.142857 0.5
0.26087 0.217391 0.304348 0.217391
0.391304 0.304348 0.0869565 0.217391
0.0588235 0.352941 0.235294 0.352941
0.210526 0.210526 0.473684 0.105263
0.375 0.208333 0.0416667 0.375
0.4 0.4 0.05 0.15
0.454545 0.181818 0.181818 0.181818
0.0714286 0.5 0.285714 0.142857
0.185185 0.333333 0.296296 0.185185
0.04 0.32 0.32 0.32
0.533333 0.133333 0.2 0.133333
0.269231 0.269231 0.115385 0.346154
0.210526 0.105263 0.263158 0.421053
0.363636 0.318182 0.136364 0.181818
0.0909091 0.409091 0.0909091 0.409091
0.263158 0.473684 0.157895 0.105263
0.25 0.25 0.25 0.25
0.117647 0.352941 0.294118 0.235294
0.0909091 0.181818 0.636364 0.0909091
0.388889 0.277778 0.166667 0.166667
0.275862 0.137931 0.310345 0.275862
0.473684 0.157895 0.263158 0.105263
0.25 0.178571 0.285714 0.285714
0.409091 0.181818 0.272727 0.136364
0.391304 0.347826 0.130435 0.130435
0.166667 0.277778 0.222222 0.333333
0.36 0.16 0.12 0.36
0.1875 0.3125 0.1875 0.3125
0.428571 0.285714 0.142857 0.142857
0.117647 0.294118 0.0588235 0.529412
0.214286 0.0714286 0.5 0.214286
0.333333 0.333333 0.222222 0.111111
0.130435 0.347826 0.217391 0.304348
0.166667 0.25 0.208333 0.375
0.173913 0.304348 0.304348 0.217391
0.346154 0.153846 0.153846 0.346154
0.0666667 0.6 0.0666667 0.266667
0.318182 0.0909091 0.181818 0.409091
0.0588235 0.294118 0.117647 0.529412
0.111111 0.111111 0.5 0.277778
0.545455 0.0909091 0.0909091 0.272727
0.25 0.45 0.2 0.1
0.36 0.12 0.2 0.32
0.153846 0.153846 0.538462 0.153846
0.1 0.2 0.3 0.4
0.117647 0.352941 0.294118 0.235294
0.15 0.2 0.45 0.2
0.2 0.45 0.1 0.25
0.5 0.166667 0.166667 0.166667
0.107143 0.285714 0.321429 0.285714
0.190476 0.238095 0.380952 0.190476
0.36 0.04 0.28 0.32
0.133333 0.4 0.4 0.0666667
0.166667 0.583333 0.0833333 0.166667
0.210526 0.315789 0.210526 0.263158
0.26087 0.0434783 0.347826 0.347826
0.26087 0.391304 0.217391 0.130435
0.24 0.36 0.16 0.24
0.0625 0.3125 0.5625 0.0625
0.380952 0.285714 0.047619 0.285714
